College Name,email,domain,state,are undocumented students considered international or domestic?,are you need-blind for undocumented students?,are there any restrictions on merit aid for undocumented students at your school?,does your school provide merit aid specially for undocumented students?,would you advise an undocumented student to reveal their status in their application or subsequent email?,how would their status affect their application?,is there a special contact point for undocumented students?,what other piece of advice would you give an undocumented student hoping for admission at your school?,other admissions information,are undocumented students eligible for need-based aid?,"what financial aid application should undocumented students send? the css, fafsa, isfaa or a form unique to your school?","if need-based aid is not available, is there a feasible path undocumented students can take to pay for their education with stackable merit scholarships, loans and/or grants from your school?",what would be the requirements for such scholarships and what would a student's chances of getting them?,other financial aid information,are there organized groups or clubs comprised of or advocating for undocumented students in your school?,how often does your office receive applications from undocumented students?,does your school allow immigration and customs enforcement (ice) officers onto campus without a warrant?,does the campus police enforce immigration law?,does your school share student immigration status with ice?,does your school provide distance-learning options for deported students to complete their degrees?,does your school provide confidential legal support to students with immigration law questions and issues?,other student life information,has undocu-student webpage,other information,special contact,gives aid?
Queens University Canada,['admission@queensu.ca'],queensu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queens University Charlotte,['admissions@queens.edu'],queens,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quest University Canada,['admissions@questu.ca'],questu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy University,['admissions@quincy.edu'],quincy,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinnipiac University,['admissions@qu.edu'],qu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radford University,['admissions@radford.edu'],radford,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramapo College New Jersey,['admissions@ramapo.edu'],ramapo,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randolph College,['admissions@randolphcollege.edu'],randolphcollege,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randolph Macon College,['admissions@rmc.edu'],rmc,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reed College,['admission@reed.edu'],reed,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regent University,['admissions@regent.edu'],regent,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regis College,['admission@regiscollege.edu'],regiscollege,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regis University,['ruadmissions@regis.edu'],regis,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reinhardt University,['admissions@reinhardt.edu'],reinhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rensselaer Polytechnic Institute,['admissions@rpi.edu'],rpi,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research College Of Nursing,['leslie.burry@researchcollege.edu'],researchcollege,MO,,,,,,,,,Research College of Nursing is a junior/senior nursing school offering a Bachelor of Science in Nursing degree program. Our students must complete 60 hours of pre-requisite coursework at an accredited college or university and then apply to transfer. We are not approved to admit international students. Students must be Permanent residents or US Citizens to receive financial aid from RCoN.,,,,,,,,,,,,,,,,,0.0
Resurrection University,['admissions@resu.edu'],resu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island College,['admissions@ric.edu'],ric,,"This may depend on how long the student has been living in the USA. It also depends on the address that the student lists in their application to the college. Obviously, if the student’s address is international then they will be considered an international student. If the student is applying internationally, we do need to start visa paperwork, but Dr. Mascorro knows way more about this than me.",,"I do not believe there is any merit aid for undocumented students, but Dr. Mascorro can best answer this question",Not as far as I am aware,,No effect,,,This is up to the student entirely,,,,,,,,,,,,,,,,Dr. Karina Mascorro. Advisor for international students. kmascorro@ric.edu,0.0
Rhode Island School Design,['admissions@risd.edu'],risd,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodes College,"['dataservices@rhodes.edu', 'adminfo@rhodes.edu']",rhodes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice University,['admi@rice.edu'],rice,TX,,,,,,,,,,,,,,,,,,,,,,,,"Rice University welcomes all applicants and considers candidates for undergraduate admission without regard to nationality or citizenship, including undocumented students with Deferred Action for Childhood Arrivals (DACA) status at the time of admission and those without DACA status who have studied in the us for a minimum of 5 years, who have or will graduate from a U.S. high school and who have lived in the U.S. for an extended period of time.
Undocumented students who have been granted DACA status at the time of admission and undocumented students who do not hold DACA status but have or will graduate from a U.S. high school and who have lived in the U.S. for an extended period of time are considered domestic students. For domestic students, Rice University practices need-blind admissions and meets the full demonstrated financial need of admitted students through a combination of scholarship awards, work study and available loans.
We have some well developed resources for DACA and Undocumented Students on our website - much of the information is in bullet form, so hopefully you can find whatever information you are looking for:

https://daca.rice.edu/

https://daca.rice.edu/undocumented-students-faq

https://daca.rice.edu/support

https://daca.rice.edu/campus-resources",,1.0
Rider University,['admissions@rider.edu'],rider,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riga Business School,['info@rbs.lv'],rbs,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ringling College Art And Design,['admissions@ringling.edu'],ringling,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ripon College,['adminfo@ripon.edu'],ripon,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rivier University,['admissions@rivier.edu'],rivier,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roanoke College,['admissions@roanoke.edu'],roanoke,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Morris University,['enroll@robertmorris.edu'],robertmorris,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Morris University Pa,['admissions@rmu.edu'],rmu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roberts Wesleyan College,['admissions@roberts.edu'],roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rochester College,['admissions@rc.edu'],rc,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rochester Institute Technology,['admissions@rit.edu'],rit,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockford University,['admissions@rockford.edu'],rockford,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockhurst University,['admissions@rockhurst.edu'],rockhurst,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocky Mountain College,['admissions@rocky.edu'],rocky,MT,Undocumented students are considered domestic students.,Admission consideration for all students is need-blind.,"There are no restrictions on merit aid for undocumented students. However, should a student be receiving military or full athletic aid, the student would no longer be eligible for an academic merit award.","There is not a specific merit scholarship for undocumented students. All students, regardless of status, are eligible for merit aid.",,,The Vice President for Enrollment: mapstona@rocky.edu,I advise all students to visit and work directly with the enrollment staff to ensure a smooth transition.,,Yes and no. There are specific endowed scholarships available specifically for undocumented students as well as appeal based aid.,,"Outside of institutional and any available Federal aid, RMC offers payment plan options to help cover remaining balances.",Payment plans are available to all students.,"If able, we recommend all students file and submit the FAFSA. RMC's school code 002534",Student clubs and organizations vary from year to year depending on the makeup and interests of the student body.,We receive a number of applications from undocumented students every year.,ICE would not be invited onto campus without a warrant.,RMC does not employ campus police but does maintain a campus safety office. Their role is to enact personal safety protocols across campus.,The institution does not provide legal or immigration status with any outside entity unless legally compelled to do so.,RMC does not provide distance learning in general as instruction is primarily focused on one-on-one interactions.,The institution would assist students in finding appropriate legal support but would not incur any expense on behalf of the student.,,,,mapstona@rocky.edu,0.0
Rocky Mountain College Of Art And Design,['admissions@rmcad.edu'],rmcad,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roger Williams University,['admit@rwu.edu'],rwu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rogers State University,['admissions@rsu.edu'],rsu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rollins College,['admission@rollins.edu'],rollins,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roosevelt University,['admission@roosevelt.edu'],roosevelt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rose Hulman Institute Technology,['admissions@rose-hulman.edu'],rose-hulman,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosemont College,['admissions@rosemont.edu'],rosemont,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rowan University,['admissions@rowan.edu'],rowan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rush University,['rmc_admissions@rush.edu'],rush,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rust College,['admissions@rustcollege.edu'],rustcollege,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutgers The State University Of New Jersey Camden,['admissions@camden.rutgers.edu'],rutgers,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutgers The State University Of New Jersey New Brunswick,['admissions@ugadm.rutgers.edu'],rutgers,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutgers The State University Of New Jersey Newark,['newark@admissions.rutgers.edu'],rutgers,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryerson University,['international@ryerson.ca'],ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacred Heart Major Seminary,['admissions@shms.edu'],shms,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacred Heart University,['enroll@sacredheart.edu'],sacredheart,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sage Colleges,['contact@sage.edu'],sage,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saginaw Valley State University,['admissions@svsu.edu'],svsu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sagu American Indian College,['aicinfo@sagu.edu'],sagu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Anselm College,['admission@anselm.edu'],anselm,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Augustines University,['admissions@st-aug.edu'],st-aug,,International students,All international students must summit a Financial Affidavit of Support from their Bank that will cover 4 years or/ 8 semester at our University.,They cannot receive federal or state funds,NO,,Very little,,Apply,The Office of Admissions is the contact point for all student's c/o Mr. Coley,Not at this Point,,See answer 3 under Admission Process,,,We support all our students!,,,Our campus enforces the LAW,,,,,,,,0.0
Saint Francis University,['admissions@francis.edu'],francis,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Josephs College Maine,['admissions@sjcme.edu'],sjcme,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Josephs University,['admit@sju.edu'],sju,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Leo University,['admissions@saintleo.edu'],saintleo,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Louis University,['admission@slu.edu'],slu,,,We are need blind for admission,no,all students when they apply are reviewed for scholarships as we review their application for admission,,,Their admission counselor assigned to where they live would be their admission counselor,We will help them in any way we can.,,Students can do a paper fafsa. We can download it and send it to us through a paper option.,,They can apply for any of the additional scholarships we have available too (there are two of them),(requirements are listed here and if they meet qualifications they will be fully considered: https://www.slu.edu/financial-aid/types-of-aid/scholarships.php),"FAFSA, paper only",,We receive many of them each year,,,,,,,,,,0.0
Saint Louis University Madrid Campus Spain,['admissions-madrid@slu.edu'],slu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Martins University,['admissions@stmartin.edu'],stmartin,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Mary Woods College,['admission@smwc.edu'],smwc,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Marys College,['admission@saintmarys.edu'],saintmarys,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Marys College California,['smcadmit@stmarys-ca.edu'],stmarys-ca,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Marys University Minnesota,['admission@smumn.edu'],smumn,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Michaels College,['admission@smcvt.edu'],smcvt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Peters University,['admissions@saintpeters.edu'],saintpeters,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent College,['admission@stvincent.edu'],stvincent,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Xavier University,['admission@sxu.edu'],sxu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem College,['admissions@salem.edu'],salem,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem State University,['admissions@salemstate.edu'],salemstate,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salisbury University,['admissions@salisbury.edu'],salisbury,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salve Regina University,['sruadmis@salve.edu'],salve,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Houston State University,['admissions@shsu.edu'],shsu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samford University,['admission@samford.edu'],samford,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego Christian College,['admissions@sdcc.edu'],sdcc,,,"Yes, we do not have scholarships specifically for undocumented students",,,,It would make sure an admissions counselor who has knowledge on undocumented students gets to work with the student.,,"If you live in California, please apply for the California dream act BEFORE march 2nd.",,,,N/A but we do have other non-merit and non-need-based scholarships available,Ability to write an essay or connect with leadership in your community,Its actually more a matter of conversation with a financial aid advisor.,,,,,,,,,,,,0.0
San Diego State University,['admissions@sdsu.edu'],sdsu,,They can be considered domestic and qualify for resident tuition prices if they qualify for AB-540.,I recommend that you contact the Office of Financial Aid and Scholarships for this inquiry: https://sacd.sdsu.edu/financial-aid,I recommend that you contact the Office of Financial Aid and Scholarships for this inquiry: https://sacd.sdsu.edu/financial-aid,I recommend that you contact the Office of Financial Aid and Scholarships for this inquiry: https://sacd.sdsu.edu/financial-aid,,,You can find the contact information for our Undocumented Resource Center here: https://sacd.sdsu.edu/undocumented-resource,"One thing to keep in mind is that the application process is not that different from a documented student. I recommend they fill out the application as accurately as possible and if we need further information, we will contact the student. In addition, residency is not determined for undergraduate students unless they are admitted. If they have an ""X"" as their residency status after they apply, just know it will be determined if they are admitted.",,,,,,,,,,,,,,,,,,1.0
San Francisco Art Institute,['admissions@sfai.edu'],sfai,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco Conservatory Of Music,['admit@sfcm.edu'],sfcm,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco State University,['ugadmit@sfsu.edu'],sfsu,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Jose State University,['admissions@sjsu.edu'],sjsu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara University,['admission@scu.edu'],scu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarah Lawrence College,['slcadmit@sarahlawrence.edu'],sarahlawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,
Savannah College Art And Design,['admission@scad.edu'],scad,,,,,,,,,,,,,,,,,,,,,,,,,,,
Savannah State University,['admissions@savannahstate.edu'],savannahstate,,,,,,,,,,,,,,,,,,,,,,,,,,,
School Art Institute Chicago,['admiss@saic.edu'],saic,,,,,,,,,,,,,,,,,,,,,,,,,,,
School Of The Museum Of Fine Arts Boston,['smfaadmissions@tufts.edu'],tufts,,,,,,,,,,,,,,,,,,,,,,,,,"All the information regarding admissions, financial aid and student life policies for undocumented students can be found here.
https://admissions.tufts.edu/apply/undocumented-students/",,1.0
School Of Visual Arts,['admissions@sva.edu'],sva,,,,,,,,,,,,,,,,,,,,,,,,,"SVA does not discriminate against potential applicants by their background or immigration status. This will not be considered for your application, and you have no need to worry about that. Your status will not be revealed or marked anywhere if you wish to be so, as we do not record statuses unless we are helping to support that status, such as an F1 student studying with SVA that we must record their status since we are supporting them to maintain it.",,0.0
